Domain,Area,Element,Item,Year,Unit,Value
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","5.867365"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","101.011579"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","-135.717718"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2012","million USD","180.773444"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","46.267502"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","-23.586822"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","155.331188"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","-131.382259"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","79.025119"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","61.947263"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","-103.015038"
"Foreign Direct Investment (FDI)","France","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","-19.836046"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","41.811797"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","29.879615"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","-14.805183"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","1.211453"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","1.190948"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2012","million USD","13814.295056"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","24.174333"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","-30.540432"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","37.723289"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","3.285838"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","29.114465"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","33.827157"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","-39.334121"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","-53.762555"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2007","million USD","11.204856"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2008","million USD","62.922029"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","19.383244"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","20.462645"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","30.964661"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2012","million USD","-15994.449665"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","34.534762"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","64.474246"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","29.956729"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","-27.381983"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","-48.524108"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","-58.140426"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","-3.105325"
"Foreign Direct Investment (FDI)","Germany","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","-27.388471"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","30.41556"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","3.496172"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","3.536748"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","0.864704"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","8.555393"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","-2.277422"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2012","million USD","11.705308"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","-2.605381"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","2.345218"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","1.725286"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","5.207448"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","10.152332"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","16.243165"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","-34.87826"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","24.233028"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2006","million USD","-0.061446"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2007","million USD","41.139431"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2008","million USD","25.91571"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","0.08647"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","-25.918564"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","1.661988"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2012","million USD","1.116359"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","6.229269"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","1.245689"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","-4.985022"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","-0.323721"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","7.429322"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","0.277009"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","1.453026"
"Foreign Direct Investment (FDI)","Greece","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","-0.071172"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","8.968514"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","21.576245"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","34.029644"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","15.558373"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","46.816684"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","17.22579"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2012","million USD","53.358056"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","46.410778"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","58.740878"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","45.28071"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","10.432816"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","40.608289"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","-25.167516"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","20.038174"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","24.119047"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2006","million USD","0.498077"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2007","million USD","-0.402668"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2008","million USD","5.477194"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","0.772071"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","0.398006"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","-0.033776"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2012","million USD","-5.002646"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","-0.047278"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","-13.142509"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","0.066487"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","-0.094357"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","-0.606683"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","8.577827"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","13.752479"
"Foreign Direct Investment (FDI)","Hungary","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","-2.36693"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","-665.813212"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","40.683721"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","23.717567"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","196.542127"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","68.954742"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","-19.028395"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","44.490196"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","-337.520151"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","-334.451348"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","444.828179"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","394.068678"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","61.98721"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","275.51848"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","-325.380045"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2006","million USD","42.955691"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2007","million USD","131.913884"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2008","million USD","5.887254"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","3.066716"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","41.851485"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","-560.363027"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","72.704759"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","30.054423"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","3.492733"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","50.253139"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","-71.186642"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","54.600753"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","-281.019906"
"Foreign Direct Investment (FDI)","Italy","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","238.711876"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","18.976157"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","48.016127"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","44.043076"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","21.508966"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","21.595058"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","24.836144"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2012","million USD","1.150828"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","0.000011"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","41.137573"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","13.314102"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","14.304184"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","43.791355"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","14.393161"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","16.03328"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","32.750725"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2006","million USD","0.65964"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","0.177133"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2010","million USD","1.079753"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2011","million USD","5.050016"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2012","million USD","-4.096947"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","0.000011"
"Foreign Direct Investment (FDI)","Latvia","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","0.00001"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2006","million USD","-4.345281"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2007","million USD","23.16002"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","19.094841"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","5.493053"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","2.710169"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","5.408373"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2012","million USD","17.413287"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","30.675678"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","9.759655"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","-6.235438"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","64.834872"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","57.544426"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2018","million USD","-14.750961"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2019","million USD","55.745906"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2020","million USD","6.503782"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2006","million USD","0.243318"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2007","million USD","0.108207"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2008","million USD","-0.197262"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2009","million USD","-4.726288"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","4.33266"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","0.000011"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","0.000011"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","0.000011"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","0.00001"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","2.681073"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","0.275824"
"Foreign Direct Investment (FDI)","Lithuania","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","5.681131"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","534.811537"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2014","million USD","66.889787"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2015","million USD","0.000011"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2016","million USD","0.000011"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","0.000011"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2018","million USD","0.000011"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2019","million USD","0.000011"
"Foreign Direct Investment (FDI)","Luxembourg","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2020","million USD","0.00001"
"Foreign Direct Investment (FDI)","Malta","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","-0.588032"
"Foreign Direct Investment (FDI)","Malta","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","-0.540652"
"Foreign Direct Investment (FDI)","Malta","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2017","million USD","-5.965371"
"Foreign Direct Investment (FDI)","Malta","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2013","million USD","1.541356"
"Foreign Direct Investment (FDI)","Malta","Value US$, 2015 prices","FDI outflows to Agriculture, Forestry and Fishing","2017","million USD","-7.774773"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2008","million USD","10.022681"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2009","million USD","-9.804831"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2010","million USD","10.385414"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2011","million USD","35.877265"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2013","million USD","123.833108"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2014","million USD","0.000008"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2015","million USD","0.000008"
"Foreign Direct Investment (FDI)","Netherlands (Kingdom of the)","Value US$, 2015 prices","FDI inflows to Agriculture, Forestry and Fishing","2016","million USD","0.000007"
