Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2008","0.1 g/An","17432"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2009","0.1 g/An","17340"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2010","0.1 g/An","17379"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2011","0.1 g/An","17476"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2012","0.1 g/An","17916"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2013","0.1 g/An","17335"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2014","0.1 g/An","16794"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2015","0.1 g/An","17966"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2016","0.1 g/An","17520"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2017","0.1 g/An","17683"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of rabbits and hares, fresh or chilled","2018","0.1 g/An","17818"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2006","100 g/An","110"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2007","100 g/An","108"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2008","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2009","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2010","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2011","100 g/An","107"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2012","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2013","100 g/An","106"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2014","100 g/An","111"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2015","100 g/An","108"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2016","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2017","100 g/An","110"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2018","100 g/An","107"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2019","100 g/An","113"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of sheep, fresh or chilled","2020","100 g/An","113"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2006","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2007","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2008","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2009","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2010","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2011","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2012","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2013","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2014","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2015","0.1 g/An","42000"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2016","0.1 g/An","47619"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2017","0.1 g/An","51220"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2018","0.1 g/An","56077"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2019","0.1 g/An","56193"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat of turkeys, fresh or chilled","2020","0.1 g/An","55765"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2006","100 g/An","414"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2007","100 g/An","399"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2008","100 g/An","403"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2009","100 g/An","386"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2010","100 g/An","377"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2011","100 g/An","402"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2012","100 g/An","389"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2013","100 g/An","398"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2014","100 g/An","459"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2015","100 g/An","531"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2016","100 g/An","533"
"Crops and livestock products","Greece","Yield","Raw hides and skins of buffaloes","2017","100 g/An","631"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2006","100 g/An","398"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2007","100 g/An","394"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2008","100 g/An","393"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2009","100 g/An","395"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2010","100 g/An","399"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2011","100 g/An","393"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2012","100 g/An","400"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2013","100 g/An","391"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2014","100 g/An","425"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2015","100 g/An","431"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2016","100 g/An","440"
"Crops and livestock products","Greece","Yield","Raw hides and skins of cattle","2017","100 g/An","432"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2006","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2007","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2008","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2009","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2010","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2011","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2012","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2013","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2014","100 g/An","21"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2015","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2016","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of goats or kids","2017","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2006","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2007","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2008","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2009","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2010","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2011","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2012","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2013","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2014","100 g/An","23"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2015","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2016","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw hides and skins of sheep or lambs","2017","100 g/An","22"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2006","100 g/An","11182"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2007","100 g/An","11729"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2008","100 g/An","9196"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2009","100 g/An","5997"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2010","100 g/An","8442"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2011","100 g/An","10208"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2012","100 g/An","12944"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2013","100 g/An","14135"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2014","100 g/An","13260"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2015","100 g/An","13573"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2016","100 g/An","11756"
"Crops and livestock products","Greece","Yield","Raw milk of buffalo","2017","100 g/An","12669"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2006","100 g/An","36936"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2007","100 g/An","36988"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2008","100 g/An","37912"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2009","100 g/An","37869"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2010","100 g/An","34639"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2011","100 g/An","36504"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2012","100 g/An","36363"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2013","100 g/An","49177"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2014","100 g/An","45854"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2015","100 g/An","52848"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2016","100 g/An","54086"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2017","100 g/An","53421"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2018","100 g/An","68926"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2019","100 g/An","76672"
"Crops and livestock products","Greece","Yield","Raw milk of cattle","2020","100 g/An","75940"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2006","100 g/An","1203"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2007","100 g/An","1191"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2008","100 g/An","1191"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2009","100 g/An","1440"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2010","100 g/An","1387"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2011","100 g/An","1403"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2012","100 g/An","1396"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2013","100 g/An","1496"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2014","100 g/An","1489"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2015","100 g/An","1440"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2016","100 g/An","1398"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2017","100 g/An","1405"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2018","100 g/An","1182"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2019","100 g/An","1375"
"Crops and livestock products","Greece","Yield","Raw milk of goats","2020","100 g/An","1551"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2006","100 g/An","1068"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2007","100 g/An","1065"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2008","100 g/An","1081"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2009","100 g/An","1037"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2010","100 g/An","1069"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2011","100 g/An","1076"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2012","100 g/An","1081"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2013","100 g/An","1157"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2014","100 g/An","1249"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2015","100 g/An","1347"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2016","100 g/An","1332"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2017","100 g/An","1347"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2018","100 g/An","1287"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2019","100 g/An","1523"
"Crops and livestock products","Greece","Yield","Raw milk of sheep","2020","100 g/An","1606"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2006","100 g/An","2091"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2007","100 g/An","2070"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2008","100 g/An","2064"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2009","100 g/An","2073"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2010","100 g/An","2094"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2011","100 g/An","2064"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2012","100 g/An","2103"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2013","100 g/An","2053"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2014","100 g/An","2231"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2015","100 g/An","2283"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2016","100 g/An","2331"
"Crops and livestock products","Greece","Yield/Carcass Weight","Beef and Buffalo Meat, primary","2017","100 g/An","2291"
"Crops and livestock products","Greece","Yield","Eggs Primary","2006","100 mg/An","77846"
"Crops and livestock products","Greece","Yield","Eggs Primary","2007","100 mg/An","74701"
"Crops and livestock products","Greece","Yield","Eggs Primary","2008","100 mg/An","81960"
"Crops and livestock products","Greece","Yield","Eggs Primary","2009","100 mg/An","90788"
"Crops and livestock products","Greece","Yield","Eggs Primary","2010","100 mg/An","89491"
"Crops and livestock products","Greece","Yield","Eggs Primary","2011","100 mg/An","93000"
"Crops and livestock products","Greece","Yield","Eggs Primary","2012","100 mg/An","90000"
"Crops and livestock products","Greece","Yield","Eggs Primary","2013","100 mg/An","112929"
"Crops and livestock products","Greece","Yield","Eggs Primary","2014","100 mg/An","112239"
"Crops and livestock products","Greece","Yield","Eggs Primary","2015","100 mg/An","133212"
"Crops and livestock products","Greece","Yield","Eggs Primary","2016","100 mg/An","113473"
"Crops and livestock products","Greece","Yield","Eggs Primary","2017","100 mg/An","112288"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2006","0.1 g/An","15698"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2007","0.1 g/An","16081"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2008","0.1 g/An","16422"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2009","0.1 g/An","16436"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2010","0.1 g/An","16647"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2011","0.1 g/An","14742"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2012","0.1 g/An","15401"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2013","0.1 g/An","16159"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2014","0.1 g/An","16566"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2015","0.1 g/An","18945"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2016","0.1 g/An","18933"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2017","0.1 g/An","16886"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2018","0.1 g/An","16299"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2019","0.1 g/An","16912"
"Crops and livestock products","Greece","Yield/Carcass Weight","Meat, Poultry","2020","0.1 g/An","16903"
"Crops and livestock products","Greece","Yield","Milk, Total","2006","100 g/An","1802"
"Crops and livestock products","Greece","Yield","Milk, Total","2007","100 g/An","1794"
"Crops and livestock products","Greece","Yield","Milk, Total","2008","100 g/An","1814"
"Crops and livestock products","Greece","Yield","Milk, Total","2009","100 g/An","1875"
"Crops and livestock products","Greece","Yield","Milk, Total","2010","100 g/An","1883"
"Crops and livestock products","Greece","Yield","Milk, Total","2011","100 g/An","1876"
"Crops and livestock products","Greece","Yield","Milk, Total","2012","100 g/An","1883"
"Crops and livestock products","Greece","Yield","Milk, Total","2013","100 g/An","2031"
"Crops and livestock products","Greece","Yield","Milk, Total","2014","100 g/An","2033"
"Crops and livestock products","Greece","Yield","Milk, Total","2015","100 g/An","2093"
"Crops and livestock products","Greece","Yield","Milk, Total","2016","100 g/An","2039"
"Crops and livestock products","Greece","Yield","Milk, Total","2017","100 g/An","2060"
"Crops and livestock products","Greece","Yield","Milk, Total","2018","100 g/An","1926"
"Crops and livestock products","Greece","Yield","Milk, Total","2019","100 g/An","2208"
"Crops and livestock products","Greece","Yield","Milk, Total","2020","100 g/An","2396"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2006","100 g/An","108"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2007","100 g/An","106"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2008","100 g/An","106"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2009","100 g/An","106"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2010","100 g/An","107"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2011","100 g/An","106"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2012","100 g/An","107"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2013","100 g/An","105"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2014","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2015","100 g/An","107"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2016","100 g/An","108"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2017","100 g/An","109"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2018","100 g/An","105"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2019","100 g/An","113"
"Crops and livestock products","Greece","Yield/Carcass Weight","Sheep and Goat Meat","2020","100 g/An","108"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2006","100 mg/An","106065"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2006","No/An","191"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2007","100 mg/An","106603"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2007","No/An","192"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2008","100 mg/An","126482"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2008","No/An","228"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2009","100 mg/An","116848"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2009","No/An","210"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2010","100 mg/An","111645"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2010","No/An","201"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2011","100 mg/An","108632"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2011","No/An","196"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2012","100 mg/An","114016"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2012","No/An","205"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2013","100 mg/An","113587"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2013","No/An","204"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2014","100 mg/An","104070"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2014","No/An","187"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2015","100 mg/An","118802"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2015","No/An","214"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2016","100 mg/An","113326"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2016","No/An","204"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2017","100 mg/An","118530"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2017","No/An","213"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2018","No/An","227"
"Crops and livestock products","Hungary","Yield","Hen eggs in shell, fresh","2019","No/An","231"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2006","100 g/An","2703"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2007","100 g/An","2692"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2008","100 g/An","2588"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2009","100 g/An","2540"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2010","100 g/An","2658"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2011","100 g/An","2526"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2012","100 g/An","2835"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2013","100 g/An","3162"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2014","100 g/An","3082"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2015","100 g/An","2607"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2016","100 g/An","2608"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2017","100 g/An","2656"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Horse meat, fresh or chilled","2018","100 g/An","2771"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2006","100 g/An","2643"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2007","100 g/An","2629"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2008","100 g/An","2564"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2009","100 g/An","2590"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2010","100 g/An","2528"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2011","100 g/An","2571"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2012","100 g/An","2590"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2013","100 g/An","2556"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2014","100 g/An","2494"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2015","100 g/An","2532"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2016","100 g/An","2562"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2017","100 g/An","2546"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2018","100 g/An","2570"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2019","100 g/An","2619"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of cattle with the bone, fresh or chilled","2020","100 g/An","2615"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2006","0.1 g/An","16946"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2007","0.1 g/An","17035"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2008","0.1 g/An","17442"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2009","0.1 g/An","17427"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2010","0.1 g/An","17428"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2011","0.1 g/An","18057"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2012","0.1 g/An","18230"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2013","0.1 g/An","18303"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2014","0.1 g/An","18821"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2015","0.1 g/An","19184"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2016","0.1 g/An","19100"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2017","0.1 g/An","19604"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2018","0.1 g/An","19159"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2019","0.1 g/An","19256"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of chickens, fresh or chilled","2020","0.1 g/An","19424"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of ducks, fresh or chilled","2006","0.1 g/An","31426"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of ducks, fresh or chilled","2007","0.1 g/An","31589"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of ducks, fresh or chilled","2008","0.1 g/An","30470"
"Crops and livestock products","Hungary","Yield/Carcass Weight","Meat of ducks, fresh or chilled","2009","0.1 g/An","29201"
